"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"class"	"Actinobacteria"	5.81177352830896	5.69862729055467	3.6338636810057	2.35034715706512	3.59612724757953	5.0934608652163	4.75717103047989	4.49272433306386	3.47826086956522
"class"	"Alphaproteobacteria"	0.0374953130858643	0.233763197880547	0.0174600056745018	0.0187652467629949	0	0.0369884137701092	0.0128268851512771	0.0141471301535974	0
"class"	"Bacilli"	39.9700037495313	4.54149946104596	8.27167768829525	17.2124225933571	21.8533886583679	4.81005668083688	10.5116323814716	10.4405820533549	21.4492753623188
"class"	"Bacteroidia"	36.5579302587177	1.01037648861703	1.58886051637967	1.45899793582286	2.9045643153527	1.05495123780945	1.73643957735413	1.11459175424414	2.46376811594203
"class"	"Betaproteobacteria"	1.87476565429321	4.90253373332814	5.56101180732884	1.73109401388628	1.10650069156293	3.78844711177794	5.5588513524347	4.27849636216653	1.44927536231884
"class"	"Clostridia"	2.24971878515186	0.101297385748237	0.0152775049651891	0.150121974103959	0.138312586445367	0.110444277736101	0.150715900527506	0.0353678253839935	0
"class"	"Coriobacteriia"	0.5249343832021	0.0597394839028065	0.244440079443026	0.0140739350722462	0	0.0432399766608319	0.168352867610512	0.0788197251414713	0
"class"	"Cytophagia"	0	0.00129868443266971	0	0	0	0	0	0	0
"class"	"Deinococci"	0	0.00389605329800912	0	0	0	0.00104192714845378	0	0	0
"class"	"Deltaproteobacteria"	0	0	0	0	0	0.00104192714845378	0	0	0
"class"	"Epsilonproteobacteria"	0	0.00129868443266971	0	0	0	0.00573059931649579	0	0	0
"class"	"Flavobacteriia"	0	0.0623368527681459	0.235710076605775	0.0140739350722462	0.138312586445367	0.0645994832041344	0.311051964918469	0.0141471301535974	0
"class"	"Fusobacteriia"	1.01237345331834	1.11167387436527	3.1035160086427	0.455057234002627	0	1.33470867716929	2.39542080200099	0.155618431689572	0
"class"	"Gammaproteobacteria"	8.09898762654668	81.6417968597811	76.202012265654	76.4073935072246	69.432918395574	82.9926231557889	72.0919046321089	79.125909458367	70.8695652173913
"class"	"Mollicutes"	0	0.17662108284308	0.388485126257666	0	0	0.18754688672168	1.07906171335118	0.00707356507679871	0.289855072463768
"class"	"Negativicutes"	2.84964379452568	0.424669809482994	0.377572622711102	0.164195909176206	0.829875518672199	0.439693256647495	1.14479949975148	0.213217461600647	0
"class"	"Spirochaetia"	1.01237345331834	0.0285710575187335	0.360112617036601	0.0234565584537437	0	0.0354255230474285	0.0817713928393914	0.0293047696038804	0
"family"	"Acidaminococcaceae"	0	0	0	0	0.00504808299048436	0.00216489578191706	0.000654347484688269	0.00087730456944085	0
"family"	"Actinomycetaceae"	0.0747384155455904	0	0	0	0	0.00216489578191706	0	0.00438652284720425	0
"family"	"Adenoviridae"	0	0.0019636142283487	0	0.00426612060322945	0	0.00129893746915024	0	0.00965035026384935	0.00510842634926311
"family"	"Aerococcaceae"	0	0.0039272284566974	0.0159956341328014	0.00213306030161473	0	0.00259787493830047	0.00981521227032403	0	0
"family"	"Aeromonadaceae"	0	0	0	0	0	0	0	0.0017546091388817	0
"family"	"Alcaligenaceae"	0	0.0510539699370662	0.0809190903188777	0.300761502527676	0.00252404149524218	0.0298755617904554	0.0863738679788515	0.442600155282909	0
"family"	"Alcanivoracaceae"	0	0	0	0	0	0	0	0.00087730456944085	0
"family"	"Alteromonadaceae"	0	0	0	0	0	0	0.000654347484688269	0	0
"family"	"Anelloviridae"	0.0373692077727952	0.000981807114174349	0	0	0	0	0	0.0035092182777634	0
"family"	"Atopobiaceae"	0.373692077727952	0.0441813201378457	0.105383001345515	0.00426612060322945	0	0.0350713116670563	0.0687064858922682	0.0271964416526663	0
"family"	"Bacillaceae"	0	0.00785445691339479	0.00376367861948268	0.00213306030161473	0	0.00303085409468388	0.00523477987750615	0.0017546091388817	0
"family"	"Bacteroidaceae"	0.336322869955157	0.019636142283487	0	0.0533265075403682	0.0100961659809687	0.0134223538478858	0.0104695597550123	0.0372854442012361	0.00510842634926311
"family"	"Bifidobacteriaceae"	1.34529147982063	0.00883626402756914	0	0.0554595678419829	0	0.0134223538478858	0.000654347484688269	0.0561474924442144	0.00255421317463155
"family"	"Borreliaceae"	0	0	0	0	0	0	0	0.00131595685416127	0
"family"	"Bradyrhizobiaceae"	0	0.000981807114174349	0	0	0	0.000432979156383412	0	0	0
"family"	"Brucellaceae"	0.0373692077727952	0.00981807114174349	0	0	0	0.00303085409468388	0.00523477987750615	0.00087730456944085	0
"family"	"Burkholderiaceae"	1.79372197309417	0.0726537264489018	0	0.0639918090484418	0.00252404149524218	0.0290096034776886	0.0353347641731665	0.335130345526405	0
"family"	"Campylobacteraceae"	0	0.000981807114174349	0	0	0	0.00476277072021753	0	0	0
"family"	"Carnobacteriaceae"	0	0.0107998782559178	0.00752735723896536	0.00213306030161473	0	0.0112574580659687	0.00196304245406481	0.00087730456944085	0
"family"	"Caulobacteraceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Cellulomonadaceae"	0	0	0	0	0	0	0	0.000438652284720425	0
"family"	"Chromobacteriaceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Closteroviridae"	0	0	0	0	0	0.00259787493830047	0.000654347484688269	0	0
"family"	"Clostridiaceae"	0	0.000981807114174349	0	0	0	0.00129893746915024	0	0.000438652284720425	0
"family"	"Comamonadaceae"	0.0373692077727952	1.00340687068618	0.00282275896461201	0.0917215929694332	0	0.162367183643779	0	0.215378271797729	0
"family"	"Coronaviridae"	0	1.01224313471375	6.4227175641472	0.0298628442226062	0.00504808299048436	1.39289394608544	10.1155577657959	0.00482517513192468	0
"family"	"Corynebacteriaceae"	0.0747384155455904	2.68818787860937	0.766849518719597	0.50980141208592	0.0353365809333905	2.98106149169979	0.941606030466419	0.771150716538507	0.0357589844448418
"family"	"Cytophagaceae"	0	0.000981807114174349	0	0	0	0	0	0	0
"family"	"Deinococcaceae"	0	0.0019636142283487	0	0	0	0	0	0	0
"family"	"Dermacoccaceae"	0	0.0039272284566974	0	0	0	0	0	0	0
"family"	"Desulfovibrionaceae"	0	0	0	0	0	0.000865958312766823	0	0	0
"family"	"Ectothiorhodospiraceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Eggerthellaceae"	0.149476831091181	0.000981807114174349	0	0.00213306030161473	0	0.000865958312766823	0	0.0070184365555268	0
"family"	"Enterobacteriaceae"	6.95067264573991	4.06369964556763	2.29302119891982	7.01136921140761	0.282692647467124	4.19037227547866	3.00476364968853	6.8767518675621	0.316722433654313
"family"	"Enterococcaceae"	0	0.177707087665557	0.0263457503363788	0.524732834197223	0.0378606224286327	0.170593787615064	0.16620426111082	0.207921182957481	0.0255421317463155
"family"	"Erythrobacteraceae"	0	0	0	0	0	0.00389681240745071	0	0	0
"family"	"Flavobacteriaceae"	0	0.0471267414803688	0.101619322726032	0.00639918090484418	0.00252404149524218	0.0536894153915431	0.126943412029524	0.00614113198608595	0
"family"	"Fusobacteriaceae"	0.896860986547085	0.826681590134802	1.32575579371277	0.206906849256629	0	1.09760216143195	0.962545149976443	0.0675524518469454	0
"family"	"Halomonadaceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Herpesviridae"	0	0.00785445691339479	0	0.558861799023058	0.00504808299048436	0.00822660397128482	0.00130869496937654	0.667628777344487	0.00766263952389466
"family"	"Hyphomicrobiaceae"	0	0	0.00752735723896536	0	0	0.000432979156383412	0	0	0
"family"	"Inoviridae"	0	0	0.0978556441065497	0	0	0	0.00850651730094749	0.00087730456944085	0
"family"	"Iridoviridae"	0	0	0	0	0	0	0	0.000438652284720425	0
"family"	"Jonesiaceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Kineosporiaceae"	0	0.0019636142283487	0	0	0	0.00129893746915024	0	0	0
"family"	"Lachnospiraceae"	0	0.000981807114174349	0	0	0	0	0	0.000438652284720425	0
"family"	"Lactobacillaceae"	0.112107623318386	0.417268023524098	0.433763960895379	1.97947995989847	0.118629950276383	0.613964443751678	0.889912579176046	1.35455825521667	0.117493806033052
"family"	"Legionellaceae"	0	0.00294542134252305	0	0	0	0.00432979156383412	0.0124326022090771	0	0
"family"	"Leptotrichiaceae"	0.112107623318386	0.0137452995984409	0.0122319555133187	0	0	0.0116904372223521	0.0150499921478302	0	0
"family"	"Leuconostocaceae"	0	0.0333814418819279	0	0	0	0.00259787493830047	0	0	0
"family"	"Listeriaceae"	0	0	0	0	0	0	0	0	0.00255421317463155
"family"	"Luteoviridae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Methylobacteriaceae"	0	0.115853239472573	0	0.00213306030161473	0	0.0138553330042692	0	0	0
"family"	"Methylophilaceae"	0	0.000981807114174349	0.00188183930974134	0	0	0.000865958312766823	0	0	0
"family"	"Microbacteriaceae"	0	0.000981807114174349	0	0	0	0	0	0	0
"family"	"Micrococcaceae"	0.822122571001495	0.662719802067686	0.79978170664007	0.473539386958469	0.027764456447664	0.664190025892153	0.77867350677904	1.10013993007883	0.0204337053970524
"family"	"Microviridae"	0	22.7759614346166	43.0197875403419	53.5547449926409	98.1296852520255	14.6927146927147	40.7645396011098	55.5149558496475	98.2069423514086
"family"	"Moraxellaceae"	0	46.5857657604587	20.8376066767659	9.03990955824321	0.519952548019889	46.6552360169381	15.4340941213422	4.30054699939905	0.472529437306838
"family"	"Mycobacteriaceae"	0	0.0019636142283487	0	0.00426612060322945	0	0.000865958312766823	0	0.00438652284720425	0
"family"	"Mycoplasmataceae"	0	0.133525767527712	0.167483698566979	0	0	0.155872496298028	0.440375857195205	0.00307056599304297	0.00510842634926311
"family"	"Myoviridae"	0	0.0019636142283487	0.0291685093009908	0.0277297839209914	0	0.000432979156383412	0	0.0162301345346557	0
"family"	"Neisseriaceae"	0.0373692077727952	2.51833524785721	2.19328371550353	0.300761502527676	0.0151442489714531	2.84900284900285	2.04221849971209	0.811506726732786	0.022987918571684
"family"	"Nitrosomonadaceae"	0	0	0	0	0	0	0	0.000438652284720425	0
"family"	"Nocardiaceae"	0	0.00294542134252305	0	0	0	0.00129893746915024	0	0	0
"family"	"Orthomyxoviridae"	0	0.0520357770512405	0.0207002324071548	0	0	0.0359372699798232	0.0582369261372559	0	0
"family"	"Oscillospiraceae"	0	0	0	0	0	0.000865958312766823	0	0	0
"family"	"Oxalobacteraceae"	0	0.0530175841654149	0.0216411520620254	0.0298628442226062	0	0.0718745399596463	0.104695597550123	0.0478130990345263	0.00255421317463155
"family"	"Paenibacillaceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Papillomaviridae"	0	0	0	0	0	0	0	0.00087730456944085	0
"family"	"Paramyxoviridae"	0	0.560611862193553	5.83464277985303	0.0191975427145325	0.00252404149524218	0.842144459165736	6.55459875412239	0.00263191370832255	0.00510842634926311
"family"	"Pasteurellaceae"	0.373692077727952	8.63401176204923	8.65269714619069	9.60090441756788	0.426563012695929	10.0970739268612	9.89242527351725	4.16544209570516	0.408674107941049
"family"	"Peptoniphilaceae"	0	0.0569448126221123	0.00658643758409469	0.0191975427145325	0	0.0701426233341127	0.043841281474114	0.00570247970136552	0
"family"	"Peptostreptococcaceae"	2.13004484304933	0.0176725280551383	0	0.0490603869371387	0.00252404149524218	0.0186181037244867	0.0176673820865833	0.00789574112496765	0
"family"	"Picornaviridae"	0	0.247415392771936	0.898578270401491	0.00213306030161473	0.00504808299048436	0.292693909715186	0.998534261634298	0.00131595685416127	0
"family"	"Piscirickettsiaceae"	0	0	0	0	0	0	0	0.00131595685416127	0
"family"	"Planococcaceae"	0	0.000981807114174349	0	0	0	0	0.000654347484688269	0	0
"family"	"Podoviridae"	0	0	0	0.00213306030161473	0.00252404149524218	0.000432979156383412	0.00196304245406481	0.0017546091388817	0
"family"	"Porphyromonadaceae"	3.69955156950673	0.134507574641886	0.0903282868675844	0.0426612060322945	0	0.141151204980992	0.0804847406166571	0.0271964416526663	0
"family"	"Potyviridae"	0	0.0215997565118357	0.355667629541113	0	0	0.0407000407000407	0.232947704549024	0	0
"family"	"Poxviridae"	0	0.0206179493976613	0.0385777058496975	0.0874554723662038	0.0227163734571796	0.00519574987660094	0	0.0473744467498059	0.0102168526985262
"family"	"Prevotellaceae"	31.7264573991031	0.609702217902271	0.594661221878264	0.558861799023058	0.0429087054191171	0.722209232847531	0.617704025545726	0.419351584192726	0.0383131976194733
"family"	"Propionibacteriaceae"	3.47533632286996	0.536066684339195	0	0.00426612060322945	0	0.0545553737043099	0.077867350677904	0.0070184365555268	0
"family"	"Pseudoalteromonadaceae"	0	0	0	0	0	0.00129893746915024	0	0	0
"family"	"Pseudomonadaceae"	0.747384155455904	1.6955808861791	0.629475249108479	7.99684307075361	0.0252404149524218	7.53730115432243	0.794377846411559	16.3218128621623	0.0332047712702102
"family"	"Retroviridae"	0	0	0	0.226104391971161	0.00252404149524218	0.00173191662553365	0.00261738993875308	0.273719025665545	0
"family"	"Rhizobiaceae"	0	0.0363268632244509	0	0	0	0.00562872903298435	0	0	0
"family"	"Rhodobacteraceae"	0	0	0	0	0	0.000432979156383412	0	0	0
"family"	"Rhodobiaceae"	0	0	0	0.00213306030161473	0	0	0	0.000438652284720425	0
"family"	"Rhodocyclaceae"	0	0.00294542134252305	0	0	0	0.000432979156383412	0	0.00263191370832255	0
"family"	"Rhodospirillaceae"	0	0	0	0.00426612060322945	0	0	0	0.00263191370832255	0
"family"	"Rikenellaceae"	0.672645739910314	0	0	0.00853224120645891	0	0	0	0	0
"family"	"Ruminococcaceae"	0.112107623318386	0	0	0	0	0.000865958312766823	0	0.00087730456944085	0
"family"	"Secoviridae"	0	0.0039272284566974	0	0	0	0.00779362481490141	0.026828246872219	0.000438652284720425	0
"family"	"Shewanellaceae"	0	0	0	0.00213306030161473	0	0	0	0	0
"family"	"Siphoviridae"	0.298953662182362	0.0176725280551383	0.00282275896461201	0.0405281457306798	0.00252404149524218	0.00129893746915024	0	0.0530769264511714	0.00510842634926311
"family"	"Sphingomonadaceae"	0	0.0137452995984409	0	0	0	0.00259787493830047	0	0.00219326142360212	0
"family"	"Spirochaetaceae"	1.00896860986547	0.0215997565118357	0.155251743053661	0.0106653015080736	0	0.029442582634072	0.0333717217191017	0.011404959402731	0
"family"	"Staphylococcaceae"	0.186846038863976	1.57580041824983	1.37468361576605	1.88562530662742	0.0681491203715389	1.81461564440288	1.98463592105952	0.661487645358401	0.0485300503179995
"family"	"Streptococcaceae"	39.5366218236173	1.18504118680844	1.70400549497078	3.42996096499648	0.174158863171711	1.3781726547684	1.23148196618332	2.30555640849055	0.183903348573472
"family"	"Thermaceae"	0	0.000981807114174349	0	0	0	0.000865958312766823	0	0	0
"family"	"Togaviridae"	0	0.000981807114174349	0	0	0	0	0	0	0
"family"	"Veillonellaceae"	2.84005979073244	0.321050926335012	0.162779100292626	0.0746571105565154	0.0100961659809687	0.363269512205682	0.466549756582736	0.0916783275065688	0
"family"	"Vibrionaceae"	0	0.000981807114174349	0.000940919654870671	0	0	0.00303085409468388	0.00327173742344134	0.00219326142360212	0
"family"	"Virgaviridae"	0	0.0991625185316093	0.264398423018658	0	0	0.0814000814000814	0.565356226770664	0	0
"family"	"Xanthomonadaceae"	0	0.738318949859111	0.438468559169732	1.08999381412513	0.0126202074762109	0.486668571774955	0.279406375961891	2.67709489364875	0.0178794922224209
"genus"	"3alikevirus"	0	0	0	0.00213780276631678	0	0	0	0.000879960225797794	0
"genus"	"77likevirus"	0	0	0	0.00213780276631678	0	0	0	0.000439980112898897	0
"genus"	"Achromobacter"	0	0.0381414362695719	0.0695802617722281	0.282189965153815	0.00252410520470493	0.020680651957553	0.080379548306148	0.419301047592649	0
"genus"	"Acidaminococcus"	0	0	0	0	0.00504821040940986	0.00215423457891177	0.00065349226265161	0.000879960225797794	0
"genus"	"Acidovorax"	0.0374953130858643	0.00880186990836276	0	0.00213780276631678	0	0.00215423457891177	0	0.00571974146768566	0
"genus"	"Acinetobacter"	0	2.5486303312437	3.48841582668873	3.98058875088184	0.186783785148165	2.73286198680747	3.08905792555416	1.62616649727432	0.127707396812423
"genus"	"Actinobacillus"	0	0.342294940880774	0.519031141868512	0.0149646193642175	0	0.43386284419283	0.44241426181514	0.00439980112898897	0
"genus"	"Aerococcus"	0	0.00391194218149456	0.0159846547314578	0.00213780276631678	0	0.00258508149469412	0.00980238393977415	0	0
"genus"	"Aeromonas"	0	0	0	0	0	0	0	0.000879960225797794	0
"genus"	"Aggregatibacter"	0	0.0792168291752648	0.196517225816158	0.0213780276631678	0	0.0844459954933413	0.141154328732748	0.0189191448546526	0
"genus"	"Agrobacterium"	0	0.0361854651788247	0	0	0	0.00473931607360589	0	0	0
"genus"	"Alcanivorax"	0	0	0	0	0	0	0	0.000879960225797794	0
"genus"	"Alicycliphilus"	0	0.00391194218149456	0	0.0128268165979007	0	0.000861693831564707	0	0.0149593238385625	0
"genus"	"Alistipes"	0.674915635545557	0	0	0.00855121106526712	0	0	0	0	0
"genus"	"Alphacoronavirus"	0	1.00341316955335	6.41830901158417	0.0299292387284349	0.00504821040940986	1.36707726377741	10.0500575073191	0.00483978124188787	0
"genus"	"Alphapapillomavirus"	0	0	0	0	0	0	0	0.000879960225797794	0
"genus"	"Alphatorquevirus"	0	0.000977985545373639	0	0	0	0	0	0.000879960225797794	0
"genus"	"Alphavirus"	0	0.000977985545373639	0	0	0	0	0	0	0
"genus"	"Amycolicicoccus"	0	0.000977985545373639	0	0	0	0	0	0	0
"genus"	"Anaerococcus"	0	0.00391194218149456	0	0	0	0.00775524448408236	0.0156838143036386	0.000439980112898897	0
"genus"	"Arcanobacterium"	0.0749906261717285	0	0	0	0	0	0	0.00307986079029228	0
"genus"	"Atopobium"	0.374953130858643	0.0440093495418138	0.105310666466075	0.00427560553263356	0	0.0348986001783706	0.0686166875784191	0.025518846548136	0
"genus"	"Azospira"	0	0.00293395663612092	0	0	0	0.000430846915782353	0	0.00175992045159559	0
"genus"	"Azotobacter"	0	0.00195597109074728	0	0	0	0.00732439756830001	0.00065349226265161	0	0
"genus"	"Bacillus"	0	0.00782388436298912	0.00376109523093125	0.00213780276631678	0	0.00301592841047647	0.00522793810121288	0.000879960225797794	0
"genus"	"Bacteroides"	0.337457817772778	0.0195597109074728	0	0.0534450691579195	0.0100964208188197	0.013356254389253	0.0104558762024258	0.0373983095964062	0.00510829587249693
"genus"	"Basfia"	0	0.00880186990836276	0.00282082142319844	0	0	0.00818609139986471	0.00196047678795483	0	0
"genus"	"Betacoronavirus"	0	0.0048899277268682	0	0	0	0.0189572642944235	0.0522793810121288	0	0
"genus"	"Bibersteinia"	0	0.174081427076508	0.099669023619678	0.00427560553263356	0	0.145626257534435	0.199968632371393	0.000879960225797794	0
"genus"	"Bifidobacterium"	1.34983127109111	0.00880186990836276	0	0.0470316608589692	0	0.0129254074734706	0.00065349226265161	0.0558774743381599	0.00255414793624847
"genus"	"Bordetella"	0	0.0127138120898573	0.0112832856927937	0.019240224896851	0	0.00861693831564707	0.00588143036386449	0.0246388863223382	0
"genus"	"Borrelia"	0	0	0	0	0	0	0	0.00131994033869669	0
"genus"	"Bradyrhizobium"	0	0.000977985545373639	0	0	0	0.000430846915782353	0	0	0
"genus"	"Brevundimonas"	0	0	0	0	0	0.000430846915782353	0	0	0
"genus"	"Brucella"	0	0	0	0	0	0.000430846915782353	0.00261396905060644	0.000879960225797794	0
"genus"	"Burkholderia"	0	0.024449638634341	0	0.0619962802231866	0.00252410520470493	0.0202498050417706	0.035288582183187	0.323385382980689	0
"genus"	"Butyrivibrio"	0	0	0	0	0	0	0	0.000439980112898897	0
"genus"	"Campylobacter"	0	0.000977985545373639	0	0	0	0.00473931607360589	0	0	0
"genus"	"Capnocytophaga"	0	0.0449873350871874	0.101549571235144	0.00427560553263356	0.00252410520470493	0.0495473953149706	0.126777498954412	0.00615972158058456	0
"genus"	"Carnobacterium"	0	0.01075784099911	0.00752219046186249	0.00213780276631678	0	0.0112020198103412	0.00196047678795483	0.000879960225797794	0
"genus"	"Cellulomonas"	0	0	0	0	0	0	0	0.000439980112898897	0
"genus"	"Chromohalobacter"	0	0	0	0	0	0.000430846915782353	0	0	0
"genus"	"Chroococcidiopsis"	0	0	0	0	0	0.000861693831564707	0	0	0
"genus"	"Citrobacter"	0	0.000977985545373639	0.00188054761546562	0	0	0.00129254074734706	0.00065349226265161	0.00131994033869669	0
"genus"	"Clostridium"	0	0.000977985545373639	0	0	0	0.00129254074734706	0	0.000439980112898897	0
"genus"	"Collimonas"	0	0.00977985545373639	0.00752219046186249	0.00855121106526712	0	0.0163721827997294	0.0137233375156838	0.0114394829353713	0
"genus"	"Comamonas"	0	0.000977985545373639	0	0	0	0.000430846915782353	0	0.000439980112898897	0
"genus"	"Comovirus"	0	0.00391194218149456	0	0	0	0.00775524448408236	0.026793182768716	0.000439980112898897	0
"genus"	"Corynebacterium"	0.0749906261717285	2.67772442323302	0.766323153302242	0.51093486114971	0.0353374728658691	2.9663810151615	0.940375365955667	0.773485038476261	0.0357580711074785
"genus"	"Crinivirus"	0	0	0	0	0	0.00258508149469412	0.00065349226265161	0	0
"genus"	"Cronobacter"	0	0.0264056097250883	0.0112832856927937	0.019240224896851	0	0.0202498050417706	0.0411700125470514	0.017159224403057	0
"genus"	"Cryptobacterium"	0.149981252343457	0.000977985545373639	0	0.00213780276631678	0	0.000861693831564707	0	0.00703968180638235	0
"genus"	"Cupriavidus"	0	0.0264056097250883	0	0.00213780276631678	0	0.00473931607360589	0	0.00483978124188787	0
"genus"	"Cytomegalovirus"	0	0	0	0	0	0	0	0.000879960225797794	0
"genus"	"D3112likevirus"	0	0.000977985545373639	0	0.00427560553263356	0	0	0	0.0114394829353713	0
"genus"	"D3likevirus"	0	0.000977985545373639	0	0	0	0	0	0.00615972158058456	0
"genus"	"Deinococcus"	0	0.00195597109074728	0	0	0	0	0	0	0
"genus"	"Delftia"	0	0.984831444191255	0.000940273807732812	0.0769608995874041	0	0.156828277344777	0	0.194911190014211	0
"genus"	"Desulfovibrio"	0	0	0	0	0	0.000861693831564707	0	0	0
"genus"	"Dickeya"	0	0.00977985545373639	0.000940273807732812	0	0	0.00947863214721177	0.0104558762024258	0.00131994033869669	0
"genus"	"Edwardsiella"	0	0.0048899277268682	0.000940273807732812	0	0	0.00775524448408236	0.0111093684650774	0.000439980112898897	0
"genus"	"Enterobacter"	0	0.291439692521345	0.316872273205958	0.102614532783205	0.00504821040940986	0.326151115247241	0.334588038477624	0.182591746853042	0
"genus"	"Enterococcus"	0	0.165279557168145	0.0263276666165187	0.525899480513928	0.037861578070574	0.166306909491988	0.165987034713509	0.208110593401178	0.0255414793624847
"genus"	"Enterovirus"	0	0.246452357434157	0.897961486384835	0.00213780276631678	0.00504821040940986	0.291252515068871	0.997229192806357	0.00131994033869669	0
"genus"	"Erwinia"	0	0.00782388436298912	0.0122235595005266	0.00213780276631678	0	0.0103403259787765	0.0111093684650774	0	0
"genus"	"Erythrobacter"	0	0	0	0	0	0.00387762224204118	0	0	0
"genus"	"Escherichia"	6.86164229471316	1.82687699875796	0.83590341507447	2.19979904653997	0.0908677873693775	1.78758385358098	0.824053743203681	1.90995367009411	0.130261544748672
"genus"	"Exiguobacterium"	0	0.0205376964528464	0	0	0	0.000430846915782353	0	0	0
"genus"	"Filifactor"	2.13723284589426	0.0156477687259782	0	0.0427560553263356	0	0.0168030297155118	0.0176442910915935	0.00571974146768566	0
"genus"	"Finegoldia"	0	0.0528112194501765	0.00658191665412968	0.019240224896851	0	0.0620419558726589	0.0281001672940192	0.00527976135478676	0
"genus"	"Fusobacterium"	0.899887514060743	0.823463829204604	1.32484579509553	0.207366868332728	0	1.09219693150827	0.961287118360519	0.0677569373864301	0
"genus"	"Gallibacterium"	0	0.00391194218149456	0.00188054761546562	0	0	0.00387762224204118	0.00522793810121288	0	0
"genus"	"Gardnerella"	0	0	0	0.00855121106526712	0	0.000430846915782353	0	0.000439980112898897	0
"genus"	"Haemophilus"	0.374953130858643	7.72999775063325	7.51278772378517	9.55170275990337	0.424049674390429	9.11456650337569	8.43985257214555	4.13229322034644	0.406109521863506
"genus"	"Herbaspirillum"	0	0.00880186990836276	0.000940273807732812	0.00427560553263356	0	0.00258508149469412	0.00065349226265161	0.00791964203218015	0
"genus"	"Herminiimonas"	0	0.0195597109074728	0.00564164284639687	0.0106890138315839	0	0.0193881112102059	0.0365955667084902	0.0140793636127647	0
"genus"	"Histophilus"	0	0.00293395663612092	0	0	0	0.00258508149469412	0	0	0
"genus"	"Hpunalikevirus"	0	0	0	0	0	0	0	0.00395982101609007	0
"genus"	"Hyphomicrobium"	0	0	0.00752219046186249	0	0	0.000430846915782353	0	0	0
"genus"	"Influenzavirus A"	0	0.0518332339048029	0.0206860237701219	0	0	0.0357602940099353	0.0581608113759933	0	0
"genus"	"Inovirus"	0	0	0.0977884760042124	0	0	0	0.00849539941447093	0.000879960225797794	0
"genus"	"Janthinobacterium"	0	0.0146697831806046	0.00752219046186249	0.00641340829895034	0	0.0331752125152412	0.053586365537432	0.0145193437256636	0.00255414793624847
"genus"	"Jonesia"	0	0	0	0	0	0.000430846915782353	0	0	0
"genus"	"Kineococcus"	0	0.00195597109074728	0	0	0	0.00129254074734706	0	0	0
"genus"	"Kinetoplastibacterium"	0	0	0	0	0	0	0	0.000439980112898897	0
"genus"	"Klebsiella"	0	0.364788608424367	0.226605987663608	3.86514740150074	0.161542733101116	0.363634796920306	0.310408824759515	3.74027093975352	0.135369840621169
"genus"	"Kocuria"	0	0.00195597109074728	0	0	0	0	0	0	0
"genus"	"Kytococcus"	0	0.00391194218149456	0	0	0	0	0	0	0
"genus"	"Lachnoclostridium"	0	0.000977985545373639	0	0	0	0	0	0	0
"genus"	"Lactobacillus"	0.112485939257593	0.415643856783797	0.430645403941628	1.98388096714197	0.118632944621132	0.610079232747812	0.88874947720619	1.357778628406	0.117490805067429
"genus"	"Lactococcus"	0	0.00977985545373639	0	0	0	0.00172338766312941	0.00261396905060644	0	0.00255414793624847
"genus"	"Lambdalikevirus"	0	0.0117358265444837	0.00282082142319844	0.00427560553263356	0	0.000430846915782353	0	0.000439980112898897	0
"genus"	"Laribacter"	0	0	0	0	0	0.000430846915782353	0	0	0
