"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"class"	"Acidimicrobidae"	0	7.06596430981427e-05	0	0	0	0	0	0	0
"class"	"Acidobacteriia"	0	0.000141319286196285	0	0.000124198916985444	0.000191546662682496	0.000260105984518492	0	0.00160777243129644	0
"class"	"Actinobacteria"	4.75504322766571	4.25144940592905	4.28488796527588	0.622112375180088	0.0874410515145595	5.75744596731682	4.62848866552839	2.65351355696682	0.0974729322585477
"class"	"Alphaproteobacteria"	0.174969123095924	0.500623571350341	0.0555100746120709	0.0325401162501863	0.0379262392111342	0.134951654967677	0.0449674086960257	0.107491071120962	0.0417315306305709
"class"	"Anaerolineae"	0	0.000353298215490714	0	0	0	0	0	0	0
"class"	"Aquificae"	0	0.000211978929294428	0.000466471215227486	0.000124198916985444	0	0.000173403989678995	0.000738270889039228	0.000459363551798983	0.000149041180823467
"class"	"Bacilli"	29.4668587896254	1.49699519867725	2.47684553505415	2.12131750211138	0.576555454674313	2.11513851510696	2.72556189126209	5.98872262480334	0.524699477089017
"class"	"Bacteroidia"	31.1650885137917	0.788702936261469	1.24781050073353	0.197227880172885	0.0639765853359537	1.22492578309242	1.52701266067459	0.600158480425371	0.0583496222923875
"class"	"Betaproteobacteria"	1.13215314944422	58.7635269054256	32.0091381711063	77.9897163296736	89.614052629361	35.5164751130594	36.6270282314788	10.8430469584391	90.9756310217295
"class"	"Caldilineae"	0	0.000282638572392571	0	0	0	0.000173403989678995	0.000469808747570418	0	0
"class"	"Caldisericia"	0	0	0.000116617803806872	0	0	0	0	0	0
"class"	"Chlamydiia"	0.0205846027171676	0.000635936787883284	0.00373176972181989	0.00347756967559243	0.00134082663877747	0.000520211969036984	0.00234904373785209	0.00712013505288423	0.000968767675352538
"class"	"Chlorobia"	0	0.000141319286196285	0.000233235607613743	0.000869392418898107	9.57733313412481e-05	0.000260105984518492	0.00026846214146881	0.00206713598309542	0.000298082361646935
"class"	"Chloroflexi"	0	0.000353298215490714	0.0016326492532962	0.000248397833970888	0	0.0014305829148517	0.00100673303050804	0.00183745420719593	0
"class"	"Chrysiogenetes"	0	0.000635936787883284	0.00069970682284123	0	9.57733313412481e-05	0.000867019948394973	0.000201346606101608	0	0
"class"	"Chthonomonadetes"	0	0	0.000233235607613743	0	0	8.67019948394973e-05	0	0	0
"class"	"Clostridia"	1.39975298476739	0.0835903577851028	0.198017030864068	0.0352724924238661	0.00871537315205357	0.120342368837222	0.222018190994706	0.0842932117551133	0.00767562081240857
"class"	"Coriobacteridae"	1.71881432688349	0.0257201100877239	0.0569094882577533	0.0111779025286899	0.0023943332835312	0.0355478178841939	0.0456385640496977	0.0583391710784708	0.00201205594111681
"class"	"Cytophagia"	0.0205846027171676	0.0165343564849654	0.0188920842167132	0.000620994584927219	9.57733313412481e-05	0.0209818827511583	0.0189265809735511	0.00137809065539695	7.45205904117337e-05
"class"	"Deferribacteres"	0	0.000141319286196285	0.00128279584187559	0	0	0.000476860971617235	0.000335577676836013	0.000459363551798983	0
"class"	"Dehalococcoidia"	0	0.000282638572392571	0.0069970682284123	0	0	0.000216754987098743	0.00026846214146881	0	0
"class"	"Deinococci"	0	0.00416891894279042	0.00361515191801302	0.000124198916985444	9.57733313412481e-05	0.000997072940654219	0.0025503903439537	0.00137809065539695	7.45205904117337e-05
"class"	"Deltaproteobacteria"	0.16467682173734	0.00904443431656227	0.0150436966910864	0.0229767996423071	0.0288277727337157	0.007933232527814	0.0352356560677813	0.0730388047360382	0.045904683693628
"class"	"Dictyoglomia"	0	0.00077725607407957	0.00069970682284123	0	0	0.0014305829148517	0.00516789622327459	0	0
"class"	"Elusimicrobia"	0	0.000141319286196285	0.000466471215227486	0	0	4.33509974197486e-05	0.000201346606101608	0	0
"class"	"Epsilonproteobacteria"	0.113215314944422	0.0131426936162545	0.0131778118301765	0.0300561379104774	0.0670413319388736	0.0165167300169242	0.0634912964573736	0.0778621220299275	0.0457556425128045
"class"	"Erysipelotrichia"	0	0.00105989464647214	0.00396500532943363	0	0	0.00216754987098743	0.00281885248542251	0	0
"class"	"Fibrobacteria"	0	0	0.000116617803806872	0	0	4.33509974197486e-05	0	0	0
"class"	"Flavobacteriia"	0.0617538081515027	0.0510869219599572	0.144722694524328	0.00856972527199563	0.00287319994023744	0.0750405765335849	0.231414365946114	0.0211307233827532	0.00342794715893975
"class"	"Fusobacteriia"	0.596953478797859	0.253738778365431	0.997198840352559	0.0438422176958617	0.0105350664475373	0.411661071497933	0.785453110402371	0.0989928454126807	0.00775014140282031
"class"	"Gammaproteobacteria"	5.19761218608481	26.9469028111939	29.2275703147048	8.79961746733569	0.968938793179406	37.4576027245235	24.6785165855911	35.927742113302	0.891117220143512
"class"	"Gemmatimonadetes"	0	0	0	0	0	8.67019948394973e-05	0.000134231070734405	0.000459363551798983	0
"class"	"Gloeobacteria"	0	0	0	0	0	4.33509974197486e-05	0.000201346606101608	0	0
"class"	"Halobacteria"	0.0823384108686702	0.00169583143435543	0.0319532782430828	0.00919071985692285	0.106978811108174	0.00203749687872819	0.0734915112270868	0.0477738093870942	0.0686334637692067
"class"	"Ignavibacteria"	0	0.000141319286196285	0.00478132995608174	0.000248397833970888	9.57733313412481e-05	0.000173403989678995	6.71155353672025e-05	0	0
"class"	"Methanobacteria"	0	0.000423957858588856	0.00139941364568246	0.00186298375478166	0.00277742660889619	0.00199414588130844	0.0026175058793209	0.00803886215648219	0.00245917948358721
"class"	"Methanococci"	0.0823384108686702	0.00275572608082757	0.00116617803806872	0.0760097371950917	0.000670413319388736	0.00706621257941903	0.00402693212203215	0.171801968372819	0.000521644132882136
"class"	"Methanomicrobia"	0.0205846027171676	0.000565277144785142	0.00104956023426184	0.0132892841174425	0.00191546662682496	0.00182074189162944	0.00281885248542251	0.0356006752644211	0.00201205594111681
"class"	"Mollicutes"	1.67764512144916	0.208728585711914	1.43871384556537	0.44078195638134	0.220087115422188	1.60897226923397	1.71815770540038	1.14014033556507	0.193082849756802
"class"	"Negativicutes"	3.63318237958007	0.115457856822365	0.186238632679574	0.0370112772616623	0.00679990652522861	0.177478983436451	0.341215381806858	0.121271977674931	0.00611068841376216
"class"	"Nitrospira"	0.0102923013585838	0.000353298215490714	0	0	9.57733313412481e-05	0.000433509974197486	0.000201346606101608	0	0
"class"	"Opitutae"	0	0.000494617501686999	0.000233235607613743	0	0	0.000476860971617235	0.000402693212203215	0.000459363551798983	0
"class"	"Phycisphaerae"	0	0.000423957858588856	0.000116617803806872	0.000124198916985444	9.57733313412481e-05	8.67019948394973e-05	6.71155353672025e-05	0.000229681775899491	0.000149041180823467
"class"	"Planctomycetia"	0	0.000847915717177713	0.00104956023426184	0.000124198916985444	0	0.00208084787614793	0.00053692428293762	0.000229681775899491	7.45205904117337e-05
"class"	"Rubrobacteridae"	0	0.00113055428957028	0	0.000248397833970888	0	0.000173403989678995	6.71155353672025e-05	0	0
"class"	"Solibacteres"	0	0	0	0	0	4.33509974197486e-05	6.71155353672025e-05	0	0
"class"	"Sphingobacteriia"	0	0.00190781036364985	0.000816324626648101	0.000496795667941776	9.57733313412481e-05	0.00264441084260467	0.00241615927321929	0.000229681775899491	0
"class"	"Spirochaetia"	0.555784273363524	0.0443742558656336	0.151486527145126	0.0228526007253217	0.0259545727934782	0.0966727242460395	0.133090106633163	0.0714310323047418	0.0316712509249868
"class"	"Synergistia"	0.0514615067929189	0.00565277144785142	0.00233235607613743	0.000993591335883551	0	0.00628589462586355	0.0165104217003318	0.00505299906978881	0
"class"	"Thermodesulfobacteria"	0.0205846027171676	0.000706596430981427	0.0108454557540391	0.00633414476625764	0.000670413319388736	0.0031212718142219	0.00912771280993954	0.0163074060888639	0.00111780885617601
"class"	"Thermomicrobia"	0	0.000423957858588856	0.000233235607613743	0.000124198916985444	0	0.00030345698193824	0.00053692428293762	0.000229681775899491	7.45205904117337e-05
"class"	"Thermoplasmata"	0	0	0	0	0	4.33509974197486e-05	0	0	0
"class"	"Thermoprotei"	0.0411692054343351	0.00473419608757556	0.0106122201464253	0.0291867454915793	0.014270226369846	0.00559227866714757	0.010604254588018	0.0289399037633359	0.017065215204287
"class"	"Thermotogae"	0	0.00077725607407957	0.0016326492532962	0.000248397833970888	0.000766186650729984	0.0014305829148517	0.00248327480858649	0.000918727103597965	0.000149041180823467
"family"	"Acetobacteraceae"	0	0.000989235003373998	0.000116617803806872	0.000124198916985444	0.000191546662682496	0.000346807979357989	0.00107384856587524	0.000918727103597965	0.000670685313705603
"family"	"Acholeplasmataceae"	0	0.000989235003373998	0.000816324626648101	0.000496795667941776	9.57733313412481e-05	0.0015172849096912	0.000872501959773633	0.000229681775899491	7.45205904117337e-05
"family"	"Acidaminococcaceae"	0	0.000635936787883284	0.000116617803806872	0	0	0.000780317953555475	0.00174500391954727	0.00137809065539695	0
"family"	"Acidimicrobiaceae"	0	7.06596430981427e-05	0	0	0	0	0	0	0
"family"	"Acidithiobacillaceae"	0	0.000353298215490714	0.00128279584187559	0.000372596750956332	0	0.00030345698193824	0.000872501959773633	0.00137809065539695	0
"family"	"Acidobacteriaceae"	0	0.000141319286196285	0	0.000124198916985444	0.000191546662682496	0.000260105984518492	0	0.00160777243129644	0
"family"	"Acidothermaceae"	0	0.000706596430981427	0.00583089019034358	0	0	0.00156063590711095	0.00120807963660965	0	0
"family"	"Actinomycetaceae"	0.0102923013585838	0.00240242786533685	0.000466471215227486	0.00161458592081077	0.000287319994023744	0.00394494076519713	0.00698001567818906	0.0025264995348944	7.45205904117337e-05
"family"	"Adenoviridae"	0	0.000423957858588856	0	0.000869392418898107	0.000574639988047488	0.000173403989678995	0	0.0052826808456883	0.000670685313705603
"family"	"Aerococcaceae"	0	0.000423957858588856	0.000116617803806872	0.000372596750956332	0	0.0014305829148517	0.000201346606101608	0.000229681775899491	0
"family"	"Aeromonadaceae"	0.0823384108686702	0.00734860288220684	0.00478132995608174	0.0185056386308311	0.0200166262503208	0.00741302055877702	0.00993309923434597	0.106572344017364	0.0255605625112247
"family"	"Alcaligenaceae"	0.0102923013585838	55.5881532042382	29.7336915832266	77.0582244522828	89.4664659257642	31.7768446716422	34.236372861699	7.46902167047556	90.8277076497622
"family"	"Alcanivoracaceae"	0	0.00141319286196285	0.00256559168375117	0.000869392418898107	0	0.0016906888993702	0.0026175058793209	0.000918727103597965	0
"family"	"Alicyclobacillaceae"	0	0.000494617501686999	0.000466471215227486	0.000496795667941776	0	0.00104042393807397	0.000201346606101608	0	0
"family"	"Alloherpesviridae"	0.46315356113627	0.00155451214815914	0.00314868070278553	0.0358934870087933	0.0726919584880073	0.0014305829148517	0.0201346606101608	0.160547561353744	0.099634029380488
"family"	"Alteromonadaceae"	0.0205846027171676	0.00204912964984614	0.00874633528551537	0.000496795667941776	0	0.00147393391227145	0.00234904373785209	0.00206713598309542	0
"family"	"Anaerolineaceae"	0	0.000353298215490714	0	0	0	0	0	0	0
"family"	"Anaplasmataceae"	0	0.00134253321886471	0.0069970682284123	0	9.57733313412481e-05	0.00190744388646894	0.000671155353672025	0.000918727103597965	0
"family"	"Anelloviridae"	0.144092219020173	0.000141319286196285	0.000116617803806872	0.000993591335883551	0.00172391996414246	0.000520211969036984	0	0.00620140794928626	0.00253370007399895
"family"	"Aquificaceae"	0	7.06596430981427e-05	0.000116617803806872	0.000124198916985444	0	8.67019948394973e-05	0.000201346606101608	0.000459363551798983	0.000149041180823467
"family"	"Ascoviridae"	0	0.000141319286196285	0	0.00211138158875255	0.00105350664475373	0.000216754987098743	0.000134231070734405	0.0101059981395776	0.00104328826576427
"family"	"Bacillaceae"	0.185261424454508	0.0301716676029069	0.105539112445219	0.108425654528293	0.0646469986553424	0.0342906389590212	0.116512569397464	0.200282508584356	0.0635660636212089
"family"	"Bacteriovoracaceae"	0.0205846027171676	0.000423957858588856	0	0	0	0.000260105984518492	0.000134231070734405	0	0
"family"	"Bacteroidaceae"	0.494030465212021	0.0233176822223871	0.0233235607613743	0.0135376819514134	0.00996042645948979	0.0377587187526011	0.0528870418693556	0.0484628547147927	0.00856986789734938
"family"	"Baculoviridae"	0.288184438040346	0.52387059392963	0.0663555303661099	0.0885538278106215	0.0249968394800657	0.652389160169797	0.0680551528623433	0.227614639916396	0.0241446712934017
"family"	"Bartonellaceae"	0	0.000141319286196285	0.00466471215227486	0.000124198916985444	9.57733313412481e-05	0	0.00026846214146881	0.000459363551798983	0
"family"	"Bdellovibrionaceae"	0.0102923013585838	0.000423957858588856	0	0.000124198916985444	0.000287319994023744	4.33509974197486e-05	0.00906059727457234	0	0
"family"	"Beijerinckiaceae"	0	7.06596430981427e-05	0.00256559168375117	0.000496795667941776	0.00402247991633242	8.67019948394973e-05	0.000604039818304823	0.00137809065539695	0.0059616472329387
"family"	"Beutenbergiaceae"	0	0.000282638572392571	0.000116617803806872	0.000496795667941776	0	4.33509974197486e-05	6.71155353672025e-05	0.00229681775899491	0
"family"	"Bifidobacteriaceae"	0.668999588307946	0.0110229043233103	0.00419824093704738	0.0129166873664862	0.00124505330743622	0.0138289681768998	0.0120136808307293	0.0480034911629937	0.000968767675352538
"family"	"Blattabacteriaceae"	0	0.00077725607407957	0.00489794775988861	0.000496795667941776	0	0.00130052992259246	0.00134231070734405	0.00137809065539695	0.000372602952058669
"family"	"Brachyspiraceae"	0.0102923013585838	0.000423957858588856	0.000466471215227486	0.000620994584927219	0.000383093325364992	0.000260105984518492	0.000402693212203215	0.00160777243129644	0.000894247084940805
"family"	"Bradyrhizobiaceae"	0	0.0242362575826629	0.0016326492532962	0.00235977942272343	0.0106308397788785	0.00572233165940682	0.00134231070734405	0.00941695281187914	0.00901699143981978
"family"	"Brucellaceae"	0.0411692054343351	0.0062887082357347	0.000116617803806872	0	0.000191546662682496	0.00173403989678995	0.0025503903439537	0.00160777243129644	0
"family"	"Burkholderiaceae"	0.957184026348291	0.0854275085056545	0.0191253198243269	0.196358487753987	0.0307432393605406	0.0430908914352301	0.048054723322917	0.806183033407214	0.0254860419208129
"family"	"Caldilineaceae"	0	0.000282638572392571	0	0	0	0.000173403989678995	0.000469808747570418	0	0
"family"	"Caldisericaceae"	0	0	0.000116617803806872	0	0	0	0	0	0
"family"	"Campylobacteraceae"	0.0720461095100865	0.00960971146134741	0.00221573827233056	0.00633414476625764	0.000670413319388736	0.0121816302749494	0.0495312651009955	0.012632497674472	0.000745205904117337
"family"	"Candidatus Midichloriaceae"	0	7.06596430981427e-05	0	0	0	0.000216754987098743	6.71155353672025e-05	0	0
"family"	"Cardiobacteriaceae"	0	0.00134253321886471	0.000116617803806872	0	0	0.0047252587187526	0.000939617495140835	0	0
"family"	"Carnobacteriaceae"	0.0102923013585838	0.00141319286196285	0.00921280650074286	0.000248397833970888	0.000287319994023744	0.00212419887356768	0.000134231070734405	0	0
"family"	"Catenulisporaceae"	0	0.000635936787883284	0	0.000372596750956332	0	8.67019948394973e-05	0	0.00206713598309542	0.000298082361646935
"family"	"Caulobacteraceae"	0	0.00614738894953842	0.000583089019034358	0.000869392418898107	0	0.00199414588130844	0.000335577676836013	0.00482331729388932	7.45205904117337e-05
"family"	"Cellulomonadaceae"	0	0.00141319286196285	0	0.000993591335883551	0	0.00121382792775296	0.00134231070734405	0.00482331729388932	0
"family"	"Chitinophagaceae"	0	0.000353298215490714	0.000116617803806872	0.000124198916985444	0	0.000130052992259246	6.71155353672025e-05	0.000229681775899491	0
"family"	"Chlamydiaceae"	0	7.06596430981427e-05	0.000233235607613743	0.000869392418898107	0.00047886665670624	0.000130052992259246	0.000201346606101608	0	0.000372602952058669
"family"	"Chlorobiaceae"	0	0.000141319286196285	0.000233235607613743	0.000869392418898107	9.57733313412481e-05	0.000260105984518492	0.00026846214146881	0.00206713598309542	0.000298082361646935
"family"	"Chloroflexaceae"	0	0.000282638572392571	0.0016326492532962	0.000248397833970888	0	0.00130052992259246	0.000939617495140835	0.00183745420719593	0
"family"	"Chromatiaceae"	0.0102923013585838	0.000494617501686999	0.00069970682284123	0.000124198916985444	9.57733313412481e-05	0.000867019948394973	0.000939617495140835	0.00229681775899491	0.000149041180823467
"family"	"Chrysiogenaceae"	0	0.000635936787883284	0.00069970682284123	0	9.57733313412481e-05	0.000867019948394973	0.000201346606101608	0	0
"family"	"Chthonomonadaceae"	0	0	0.000233235607613743	0	0	8.67019948394973e-05	0	0	0
"family"	"Closteroviridae"	0	0.000141319286196285	0	0	0	0.000606913963876481	0.000604039818304823	0	0
"family"	"Clostridiaceae"	0.0411692054343351	0.0105989464647214	0.00909618869693598	0.00136618808683988	0.000191546662682496	0.0160832200427267	0.0306717996628116	0.00459363551798983	0.000149041180823467
"family"	"Clostridiales Family XI. Incertae Sedis"	0.0102923013585838	0.0370256529834268	0.0576091950805946	0.00298077400765065	0.00153237330145997	0.0522813028882168	0.0765788258539781	0.00826854393238169	0.00149041180823467
"family"	"Clostridiales Family XVII. Incertae Sedis"	0	0.000282638572392571	0.000116617803806872	0	0	0.000346807979357989	0.000134231070734405	0	0
"family"	"Clostridiales Family XVIII. Incertae Sedis"	0	0	0	0	0	8.67019948394973e-05	0	0.000459363551798983	0
"family"	"Colwelliaceae"	0	0	0.000116617803806872	0	0	8.67019948394973e-05	0.00026846214146881	0	0
"family"	"Comamonadaceae"	0.092630712227254	0.366652888036263	0.0183089951976788	0.0645834368324308	0.0409909858140542	0.0868753988291763	0.0237588995199897	0.30685485260172	0.0372602952058669
"family"	"Conexibacteraceae"	0	0.000423957858588856	0	0.000248397833970888	0	0	0	0	0
"family"	"Coriobacteriaceae"	1.71881432688349	0.0257201100877239	0.0569094882577533	0.0111779025286899	0.0023943332835312	0.0355478178841939	0.0456385640496977	0.0583391710784708	0.00201205594111681
"family"	"Coronaviridae"	0	0.188661247072041	2.72967293370744	0.00335337075860699	0.00143659997011872	0.341909316649557	4.30579717148288	0.00459363551798983	0.00134137062741121
"family"	"Corynebacteriaceae"	0.0411692054343351	2.89930647560299	2.81970187824635	0.262556510507228	0.0547823455271939	4.21432386316344	3.18349118907252	1.10660679628375	0.0592438693773283
"family"	"Coxiellaceae"	0	0.000565277144785142	0.00186588486090995	0.000248397833970888	9.57733313412481e-05	0.000390158976777738	0.000738270889039228	0.000459363551798983	0.000149041180823467
"family"	"Cryomorphaceae"	0	0	0	0	0	0.000173403989678995	0.00234904373785209	0	0
"family"	"Cyclobacteriaceae"	0.0102923013585838	0.000494617501686999	0.000116617803806872	0	0	0.000780317953555475	0.000134231070734405	0	0
"family"	"Cystobacteraceae"	0	0	0	0.000496795667941776	0.000574639988047488	0	6.71155353672025e-05	0.00206713598309542	0.000745205904117337
